sku,fichier,mapping_absent,statut,nb_sommets,nb_sommets_dedup_retires,bbox_w_mm,bbox_h_mm,hauteur_mur_mm,projection_plafond_mm,motif_type,motif_periode_mm,nb_solides,unite_ocp,unite_kind_brut,unite_facteur_brut,origine_unite,message
TAL26,TAL26 plan.step,False,OK,14,0,50.0,100.0,51.523,50.0,lisse,,1,MM,SI_UNIT,,step_header,"Coupe B-rep exacte (BRepAlgoAPI_Section, axe long ratio=0.1029), motif=lisse, 14 sommets (discretises a 0.15mm de fleche, pas une tessellation du solide). Aire min/moy/max sur balayage dense (128 coupes valides / 128, pas 2.0mm): 4489.7 / 4489.7 / 4489.7 mm2. Unite: step_header (MM)."
