sku,fichier,mapping_absent,statut,nb_sommets,nb_sommets_dedup_retires,bbox_w_mm,bbox_h_mm,hauteur_mur_mm,projection_plafond_mm,motif_type,motif_periode_mm,nb_solides,unite_ocp,unite_kind_brut,unite_facteur_brut,origine_unite,message
D887,D887.step,True,ERREUR_SELECTION,0,0,,,,,,,1,MM,SI_UNIT,,step_header,Aucune coupe valide sur le balayage dense de D887.step (97 positions testees). Solide non ferme (non watertight) ou axe long mal identifie.
D898,D898.stp,True,OK,83,32,200.15,300.741,17.97,0.016,variable,,1,MM,CONVERSION_BASED_UNIT,1.0,step_header,"Coupe B-rep exacte (BRepAlgoAPI_Section, axe long ratio=0.0066), motif=variable, 83 sommets (discretises a 0.15mm de fleche, pas une tessellation du solide). Aire min/moy/max sur balayage dense (151 coupes valides / 151, pas 2.0mm): 8075.7 / 8663.1 / 8962.7 mm2. Unite: step_header (MM). 32 sommet(s) confondu(s)/colineaire(s) retire(s) a la source (< 0.01mm)."
